"codigo_rnt","estado_rnt","razon_social_establecimiento","departamento","cod_dpto","municipio","cod_mun","nit","categoria","sub_categoria","habitaciones","camas","num_emp1","ano"
"1860","ACTIVO","HOTEL LANCEROS DE COLSUBSIDIO","BOYACA","15","PAIPA","15516","860007336","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","88","332","85","2019"
"1874","ACTIVO","HOTEL COLONIAL DE COLSUBSIDIO","BOYACA","15","PAIPA","15516","860007336","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","39","271","90","2019"
"1909","ACTIVO","AGENCIA DE VIAJES COMFENALCO","ANTIOQUIA","5","MEDELLIN","5001","890900842","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","12","2019"
"1913","ACTIVO","HOSTERIA LOS FARALLONES","ANTIOQUIA","5","LA PINTADA","5390","890900842","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","48","159","38","2019"
"1914","ACTIVO","CONSTRUCTORA BOLIVAR S.A. SANTA MARTA","MAGDALENA","47","SANTA MARTA","47001","860513493","EMPRESAS DE TIEMPO COMPARTIDO Y MULTIPROPIEDAD","PROMOTORA Y COMERCIALIZADORA","0","0","10","2019"
"1922","ACTIVO","PARQUE ECOLOGICO PIEDRAS BLANCAS","ANTIOQUIA","5","MEDELLIN","5001","890900842","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","24","72","49","2019"
"1939","ACTIVO","CAJA DE COMPENSACION FAMILIAR DEL CESAR - COMFACESAR","CESAR","20","VALLEDUPAR","20001","892399989","OFICINAS DE REPRESENTACION TURÍSTICA","OFICINA DE REPRESENTACIÓN TURÍSTICA","0","0","3","2019"
"1942","ACTIVO","CISPATA PROMOTORA HOTELERA","CORDOBA","23","SAN ANTERO","23672","811005863","EMPRESAS DE TIEMPO COMPARTIDO Y MULTIPROPIEDAD","PROMOTORA","0","0","13","2019"
"1971","ACTIVO","HOTEL NOVA PARK","ARAUCA","81","ARAUCA","81001","24239911","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","27","48","9","2019"
"1972","ACTIVO","TRAVITUR","BOGOTA","11","BOGOTA D.C.","11001","830012725","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","3","2019"
"2002","ACTIVO","CENTRO DE CONVENCIONES ANAS MAI","GUAJIRA","44","RIOHACHA","44001","892115006","OPERADORES PROFESIONALES DE CONGRESOS, FERIAS Y CONVENCIONES","OPERADORES PROFESIONALES DE CONGRESOS, FERIAS Y CONVENCIONES","0","0","36","2019"
"2009","ACTIVO","HOTEL PANORAMA","SUCRE","70","SINCELEJO","70001","892201021","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","47","87","12","2019"
"2015","ACTIVO","HOTEL CARRETERO","CALDAS","17","MANIZALES","17001","890804955","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","100","164","25","2019"
"2051","ACTIVO","HOTEL DEL NORTE","ATLANTICO","8","BARRANQUILLA","8001","32670999","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","22","35","6","2019"
"2070","ACTIVO","HOTEL GRANADA","SANTANDER","68","BUCARAMANGA","68001","63448288","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","21","43","5","2019"
"2071","ACTIVO","HOTEL PUERTA DEL SOL","CAUCA","19","POPAYAN","19001","34533294","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","11","20","3","2019"
"2087","ACTIVO","HOTEL GRAN COLOMBIA","CAUCA","19","POPAYAN","19001","40760501","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","26","37","7","2019"
"2107","ACTIVO","CENTRO VACACIONAL LA ROCHELA CONFAMILIARES","CALDAS","17","PALESTINA","17524","890806490","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","APARTAHOTEL","81","477","86","2019"
"2122","ACTIVO","HOTEL SOL CARIBE SAN ANDRES","SAN ANDRES Y PROVIDENCIA","88","SAN ANDRES","88001","800156664","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","219","526","155","2019"
"2140","ACTIVO","CENTRO VACACIONAL SANTAGUEDA","CALDAS","17","PALESTINA","17524","890806490","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","APARTAHOTEL","29","289","9","2019"
"2144","ACTIVO","CENTRO VACACIONAL EL BOSQUE","CALDAS","17","PENSILVANIA","17541","890806490","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","APARTAHOTEL","21","127","8","2019"
"2148","ACTIVO","HOTEL ARHUACO CENTRO DE NEGOCIOS","MAGDALENA","47","SANTA MARTA","47001","819001944","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","56","101","42","2019"
"2208","ACTIVO","HOTEL BOLIVAR","NORTE DE SANTANDER","54","CUCUTA","54001","890930668","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","127","254","32","2019"
"2209","ACTIVO","MORENO TOURS LTDA","BOGOTA","11","BOGOTA D.C.","11001","800220716","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"2212","ACTIVO","SERVICIOS TURISTICOS Y DE FIESTAS.-FIESTA TOURS.-","BOLIVAR","13","CARTAGENA","13001","800042692","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES OPERADORAS","0","0","5","2019"
"2226","ACTIVO","HOTEL EXCELSIOR","BOGOTA","11","BOGOTA D.C.","11001","800006632","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","24","34","21","2019"
"2284","ACTIVO","TRAVEL & TRAVEL LIMITADA","QUINDIO","63","ARMENIA","63001","801000684","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","3","2019"
"2289","ACTIVO","HOTEL ALMIRANTE PADILLA RIOHACHA","GUAJIRA","44","RIOHACHA","44001","40913751","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","58","130","3","2019"
"2296","ACTIVO","HOTEL DANN CARLTON BUCARAMANGA","SANTANDER","68","BUCARAMANGA","68001","800180375","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","135","165","119","2019"
"2301","ACTIVO","HOTEL PORTON MEDELLIN","ANTIOQUIA","5","MEDELLIN","5001","800174135","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","80","98","40","2019"
"2377","ACTIVO","HOTEL DANN CALI","VALLE DEL CAUCA","76","CALI","76001","890312688","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","90","135","18","2019"
"2385","ACTIVO","CIRCUITOS TURISTICOS","BOGOTA","11","BOGOTA D.C.","11001","860028438","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","6","2019"
"2388","ACTIVO","CABAÃ‘AS RELAX","SAN ANDRES Y PROVIDENCIA","88","PROVIDENCIA","88564","4034882","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","8","14","2","2019"
"2395","ACTIVO","INVERSIONES UNIVIAJES","ANTIOQUIA","5","MEDELLIN","5001","800175788","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","15","2019"
"2406","ACTIVO","HOTEL LOS FARAONES LTDA","VALLE DEL CAUCA","76","BUGA","76111","891304434","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","38","60","5","2019"
"2413","ACTIVO","HOTEL LOS FAROLES","VALLE DEL CAUCA","76","BUGA","76111","21225997","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","12","30","1","2019"
"2428","ACTIVO","HOTEL EDMAR","MAGDALENA","47","SANTA MARTA","47001","800032691","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","47","140","11","2019"
"2434","ACTIVO","ALL REPS LTDA.","BOGOTA","11","BOGOTA D.C.","11001","830000800","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","28","2019"
"2439","ACTIVO","HOTEL COSMOS 100","BOGOTA","11","BOGOTA D.C.","11001","860048182","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","199","283","242","2019"
"2536","ACTIVO","HOTEL BOLIVAR","CALDAS","17","MANIZALES","17001","1053846256","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","16","26","4","2019"
"2538","ACTIVO","HOTEL PLAYA DE ORO","CHOCO","27","BAHIA SOLANO","27075","891600133","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","28","70","5","2019"
"2563","ACTIVO","RESIDENCIAS ROKASOL","CALDAS","17","MANIZALES","17001","45504418","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","42","83","11","2019"
"2567","ACTIVO","TACARCUNA LODGE","CHOCO","27","ACANDI","27006","891600133","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","35","100","7","2019"
"2570","ACTIVO","HOTEL CASA VALENCIA","CALDAS","17","MANIZALES","17001","24288666","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","18","23","3","2019"
"2599","ACTIVO","HOTEL JESSICA","GUAJIRA","44","RIOHACHA","44001","26957879","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","35","80","5","2019"
"2605","ACTIVO","HOTEL LA MAKUIRA","GUAJIRA","44","RIOHACHA","44001","40913945","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","16","36","3","2019"
"2608","ACTIVO","HOTEL LAS VEGAS","GUAJIRA","44","RIOHACHA","44001","40913945","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","18","37","4","2019"
"2613","ACTIVO","POSADA DE LOS ANGELES","BOYACA","15","VILLA DE LEYVA","15407","23601356","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","8","12","1","2019"
"2640","ACTIVO","HOTEL ACANDI","TOLIMA","73","IBAGUE","73001","900534368","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","36","60","9","2019"
"2647","ACTIVO","HOSTERIA MATAMUNDO (EN ARRENDAMIENTO)","HUILA","41","NEIVA","41001","12109246","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","22","39","2","2019"
"2769","ACTIVO","HOTEL VILLA MARITZA","TOLIMA","73","MELGAR","73449","860515225","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","40","68","10","2019"
"2788","ACTIVO","HOTEL ASTURIAS","SANTANDER","68","BUCARAMANGA","68001","804015630","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","29","61","7","2019"
"2823","ACTIVO","CREPES Y WAFFLES CENTRO HISTORICO","BOLIVAR","13","CARTAGENA","13001","806014415","ESTABLECIMIENTOS DE GASTRONOMÍA Y SIMILARES","RESTAURANTES","0","0","56","2019"
"2831","ACTIVO","HOTEL PIAZA","VALLE DEL CAUCA","76","BUGA","76111","3297578","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","14","35","2","2019"
"2843","ACTIVO","HOTEL ALCARRAZA CHIQUINQUIRA","BOYACA","15","CHIQUINQUIRA","15176","7306568","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","30","34","1","2019"
"2845","ACTIVO","HOTEL YULDAMA RODADERO INN","MAGDALENA","47","SANTA MARTA","47001","891701538","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","88","171","14","2019"
"2853","ACTIVO","HOTEL YULDAMA (SANTA MARTA)","MAGDALENA","47","SANTA MARTA","47001","891701538","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","54","123","6","2019"
"2863","ACTIVO","HOTEL DE PEREIRA & CENTRO DE CONVENCIONES","RISARALDA","66","PEREIRA","66001","900521807","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","202","281","144","2019"
"2882","ACTIVO","COMPENSAR EVENTOS","BOGOTA","11","BOGOTA D.C.","11001","860066942","OPERADORES PROFESIONALES DE CONGRESOS, FERIAS Y CONVENCIONES","OPERADORES PROFESIONALES DE CONGRESOS, FERIAS Y CONVENCIONES","0","0","55","2019"
"2955","ACTIVO","CASA DEL TURISMO","VALLE DEL CAUCA","76","CALI","76001","805015012","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"2967","ACTIVO","HOTEL DISCOTECA EL BOSQUE","TOLIMA","73","MELGAR","73449","901080430","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","32","57","11","2019"
"2984","ACTIVO","HOSTERIA MIS ANCESTROS","ANTIOQUIA","5","SANTAFÃ‰ DE ANTIOQUIA","5042","811003784","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","23","80","6","2019"
"3041","ACTIVO","HOSTERIA DE LA PLAZA MENOR","ANTIOQUIA","5","SANTAFÃ‰ DE ANTIOQUIA","5042","800229325","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","18","42","11","2019"
"3051","ACTIVO","HOTEL OCETA","BOYACA","15","TUNJA","15001","52618310","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","27","36","3","2019"
"3076","ACTIVO","CABAÃ‘AS MISS MARY","SAN ANDRES Y PROVIDENCIA","88","PROVIDENCIA","88564","73071931","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","8","14","4","2019"
"3089","ACTIVO","HOTEL ROYAL","RISARALDA","66","PEREIRA","66001","1127240131","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","24","40","2","2019"
"3116","ACTIVO","REMANSO HOTEL","TOLIMA","73","MARIQUITA","73443","39703836","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","25","34","6","2019"
"3141","ACTIVO","HOTEL PANAMERICANO","SUCRE","70","SINCELEJO","70001","23170017","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","30","45","3","2019"
"3171","ACTIVO","HOSPEDAJE SAVOY","TOLIMA","73","MARIQUITA","73443","28836110","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","11","18","3","2019"
"3190","ACTIVO","AGRITURISMO Y PAISAJE","QUINDIO","63","LA TEBAIDA","63401","7511565","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","2","2019"
"3213","ACTIVO","PALOMARES TOURS","ANTIOQUIA","5","MEDELLIN","5001","800250590","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","13","2019"
"3216","ACTIVO","HOTEL DECAMERON","BOLIVAR","13","CARTAGENA","13001","890402766","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","280","376","319","2019"
"3218","ACTIVO","HOTEL DECAMERON SAN ANDRES MAR AZUL","SAN ANDRES Y PROVIDENCIA","88","SAN ANDRES","88001","806000179","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","128","242","255","2019"
"3220","ACTIVO","HOTELES DECAMERON COLOMBIA S.A.S. HOTEL DECAMERON GALEON SUCURSAL SANTA MARTA","MAGDALENA","47","SANTA MARTA","47001","806000179","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","232","740","200","2019"
"3224","ACTIVO","TURISMO JALLER RAAD LTDA.","ATLANTICO","8","BARRANQUILLA","8001","890108948","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","14","2019"
"3228","ACTIVO","PASSAROLA TOURS","BOGOTA","11","BOGOTA D.C.","11001","860074319","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"3266","ACTIVO","HOTEL CAMINO REAL","CAUCA","19","POPAYAN","19001","10516053","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","28","49","23","2019"
"3269","ACTIVO","VIAJES EUPACLA OVIEDO L'ALIANXA","ANTIOQUIA","5","MEDELLIN","5001","890931046","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","5","2019"
"3272","ACTIVO","PAIPA TOURS","BOYACA","15","PAIPA","15516","800088940","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","13","2019"
"3285","ACTIVO","GLOBAL TOURS","BOGOTA","11","BOGOTA D.C.","11001","800211629","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"3288","ACTIVO","HOTEL HAMILTON COURT","BOGOTA","11","BOGOTA D.C.","11001","830146209","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","41","47","10","2019"
"3297","ACTIVO","VIAJES HELITUR LIMITADA","VALLE DEL CAUCA","76","TULUA","76834","891900826","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","5","2019"
"3305","ACTIVO","HOTEL EL DORADO-EXPLOTACION","SAN ANDRES Y PROVIDENCIA","88","SAN ANDRES","88001","15242700","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","63","163","80","2019"
"3306","ACTIVO","LUKAS HOTEL","ANTIOQUIA","5","MEDELLIN","5001","1017125584","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","26","38","10","2019"
"3312","ACTIVO","N H ROYAL LA BOHEME","BOGOTA","11","BOGOTA D.C.","11001","800087204","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","66","72","30","2019"
"3313","ACTIVO","HOTEL BOGOTA PLAZA","BOGOTA","11","BOGOTA D.C.","11001","860046192","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","193","274","168","2019"
"3314","ACTIVO","HOTEL ESTELAR SUITES JONES","BOGOTA","11","BOGOTA D.C.","11001","890304099","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","92","127","73","2019"
"3316","ACTIVO","HOTEL EL RECUERDO POPAYAN","CAUCA","19","POPAYAN","19001","34320874","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","20","37","7","2019"
"3320","ACTIVO","EXPRESO VIAJES Y TURISMO EXPRESO","BOGOTA","11","BOGOTA D.C.","11001","800206979","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","5","2019"
"3333","ACTIVO","RECEPTOUR DEL CARIBE","SAN ANDRES Y PROVIDENCIA","88","SAN ANDRES","88001","892400201","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","17","2019"
"3339","ACTIVO","HOTEL ANDINO","SANTANDER","68","BUCARAMANGA","68001","900430651","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","73","123","18","2019"
"3359","ACTIVO","HOTEL SOL CARIBE CAMPO","SAN ANDRES Y PROVIDENCIA","88","SAN ANDRES","88001","800156664","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","212","471","133","2019"
"3377","ACTIVO","HOTEL LAS AMERICAS","BOLIVAR","13","CARTAGENA","13001","890404389","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","530","924","617","2019"
"3380","ACTIVO","RAFAEL ESPINOSA G & CIA","BOLIVAR","13","CARTAGENA","13001","800202447","OFICINAS DE REPRESENTACION TURÍSTICA","OFICINA DE REPRESENTACIÓN TURÍSTICA","0","0","297","2019"
"3382","ACTIVO","VIAJES VERACRUZ L'ALIANXA S.A CENTRO AUTOMOTRIZ","ANTIOQUIA","5","MEDELLIN","5001","890908099","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","6","2019"
"3398","ACTIVO","VIAJES EJECUTIVOS-RECREACIONALES-V.E.R.","BOGOTA","11","BOGOTA D.C.","11001","860501556","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"3399","ACTIVO","AGENCIA DE VIAJES VANI","RISARALDA","66","PEREIRA","66001","891410476","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","7","2019"
"3400","ACTIVO","TURISMO DEL MORROSQUILLO LTDA.","SUCRE","70","SINCELEJO","70001","892200231","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"3402","ACTIVO","HOTEL SUAMOX","BOGOTA","11","BOGOTA D.C.","11001","860042526","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","45","93","11","2019"
"3408","ACTIVO","HOTEL TOCAREMA - SOCIEDAD HOTELERA LAS ACACIAS S.A.","CUNDINAMARCA","25","GIRARDOT","25307","900371775","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","150","300","1","2019"
"3422","ACTIVO","FASEVIAJES","CORDOBA","23","MONTERIA","23001","891001899","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","6","2019"
"3430","ACTIVO","ALVARO VELEZ AGENCIA DE VIAJES","BOGOTA","11","BOGOTA D.C.","11001","860510431","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES MAYORISTAS","0","0","18","2019"
"3434","ACTIVO","DUQUES TOURS LTDA","VALLE DEL CAUCA","76","CALI","76001","800198179","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES MAYORISTAS","0","0","12","2019"
"3436","ACTIVO","HOTEL CASABLANCA","SAN ANDRES Y PROVIDENCIA","88","SAN ANDRES","88001","890304684","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","89","170","162","2019"
"3487","ACTIVO","VIAJES CELTOUR","BOGOTA","11","BOGOTA D.C.","11001","900459841","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES MAYORISTAS","0","0","1","2019"
"3495","ACTIVO","VIAJES Y TURISMO TUMACO Y CIA LTDA","NARIÑO","52","TUMACO","52835","814000089","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"3496","ACTIVO","HOTEL SOCHAGOTA","BOYACA","15","PAIPA","15516","826003171","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","61","167","87","2019"
"3554","ACTIVO","HOTEL FAMILIAR EL JARDIN","HUILA","41","SAN AGUSTIN","41668","36270047","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","5","18","1","2019"
"3568","ACTIVO","LEBLON SUITES","ANTIOQUIA","5","MEDELLIN","5001","811005803","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","38","85","29","2019"
"3575","ACTIVO","HOTEL SANVALAY INN","TOLIMA","73","MELGAR","73449","860400872","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","40","136","10","2019"
"3581","ACTIVO","HOTEL MARANDUA","RISARALDA","66","PEREIRA","66001","66682667","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","39","81","6","2019"
"3583","ACTIVO","HOTEL SULICAM","HUILA","41","NEIVA","41001","900501029","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","49","118","20","2019"
"3584","ACTIVO","HOTEL MORRISON","BOGOTA","11","BOGOTA D.C.","11001","800213569","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","62","84","40","2019"
"3597","ACTIVO","HOTEL DORADO PLAZA","BOYACA","15","TUNJA","15001","23259453","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","24","45","1","2019"
"3599","ACTIVO","HOTEL LA POSADA","BOYACA","15","PAIPA","15516","41317839","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","14","28","1","2019"
"3602","ACTIVO","HOTEL LA BALLENA AZUL","MAGDALENA","47","SANTA MARTA","47001","819001001","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","33","98","30","2019"
"3608","ACTIVO","HOTEL LADY DI","NORTE DE SANTANDER","54","CUCUTA","54001","1090393472","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","28","28","1","2019"
"3624","ACTIVO","HOTEL CAPRI CENTRO DE CONVENCIONES","ARAUCA","81","ARAUCA","81001","901040204","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","48","88","12","2019"
"3639","ACTIVO","HOTEL BAROEE","CAUCA","19","POPAYAN","19001","76314772","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","14","16","2","2019"
"3650","ACTIVO","HOTEL VIENA.","BOLIVAR","13","CARTAGENA","13001","45693082","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","10","23","1","2019"
"3659","ACTIVO","HOTEL TERMALES EL BATAN","BOYACA","15","CUITIVA","15226","826001081","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOSTAL","32","65","16","2019"
"3665","ACTIVO","HOTEL SICARARE","CESAR","20","VALLEDUPAR","20001","891700375","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","49","150","33","2019"
"3675","ACTIVO","HOTEL SAN FERMIN LIMITADA","RISARALDA","66","PEREIRA","66001","816002285","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","22","34","6","2019"
"3695","ACTIVO","GRAN HOTEL EL VIAJERO","SANTANDER","68","SAN GIL","68679","13540733","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","36","71","9","2019"
"3701","ACTIVO","CASA SANTA MONICA SU HOGAR EN CALI","VALLE DEL CAUCA","76","CALI","76001","800168322","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","23","35","6","2019"
"3723","ACTIVO","RESTAURANTE CHEF JULIAN.","BOLIVAR","13","CARTAGENA","13001","800084809","ESTABLECIMIENTOS DE GASTRONOMÍA Y SIMILARES","BAR","0","0","12","2019"
"3735","ACTIVO","GRAN HOTEL","ANTIOQUIA","5","MEDELLIN","5001","890934034","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","108","288","82","2019"
"3767","ACTIVO","PROMOTORA HOTELERA Y TURISTICA LA TRIADA","SANTANDER","68","BUCARAMANGA","68001","804000561","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","59","103","15","2019"
"3770","ACTIVO","HOTEL YURUPARI","GUAVIARE","95","SAN JOSE DEL GUAVIARE","95001","20079832","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","22","29","2","2019"
"3840","ACTIVO","KOKORIKO","ANTIOQUIA","5","MEDELLIN","5001","891401781","ESTABLECIMIENTOS DE GASTRONOMÍA Y SIMILARES","RESTAURANTES","0","0","19","2019"
"3857","ACTIVO","TOUREXITO S A S","BOGOTA","11","BOGOTA D.C.","11001","800169519","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","44","2019"
